0	0.0044211	0.0075578	0.0084796	0.0081239	0.0095887	0.0050797	0.01183	0.0063442	0.0016909	0.0017505	0.010567	0.00018092	0.00027735	0.00081977	0.0018838	0.0042433	0.0091386	0.0057026	0.011139	0.0025869	0.0024377	0.0028071	0.00073924	0.00046376	0.0045527	0.0062311	0.0078807	0.0033513	0.002558	0.0017867	0.0015144	0.0024688	0.0027891	0.0085524	0.0082586	0.0093046	0.010128	0.0054013	0.002738	0.0017604	0.0021646	0.0049529	0.0048747	0.0075035	0.008191	0.008649	0.0077848	0.0061058	0.0074023	0.0056897	0.0022093	0.0017918	0.0016945	0.00015111	0.0001204	0.00019315	0.00067629	0.00037613	0.00035548	0.0049624	0.010434	0.0033326	0.0015481	0.0031048	0.00079399	0.00026636	0.0057028	0.0064059	0.0078599	0.0036302	0.0018051	0.0013227	0.00014502	0.0015446	0.00030863	0.0029883	0.00053245	0.00026465	0.00060741	0.0013621	0.0016942	0.0019749	0.0020724
0.00051492	0	0.0069315	0.0078072	0.007658	0.0092071	0.0049914	0.011967	0.0070585	0.001692	0.0018774	0.0087422	0.00021363	0.00041354	0.0012487	0.0013318	0.0027582	0.0069296	0.0056513	0.01115	0.0029335	0.0017132	0.0026997	0.00073989	0.00068863	0.0044862	0.0071276	0.0088376	0.0034693	0.0020285	0.0011646	0.001373	0.0024941	0.0018496	0.0062186	0.0057642	0.007562	0.0088814	0.0054186	0.0030455	0.0019873	0.0022755	0.0046781	0.0045846	0.0068325	0.007471	0.0076948	0.0073922	0.0056592	0.0071438	0.006106	0.0025327	0.0020532	0.0018597	0.00013337	0.00010883	0.00021173	0.00073731	0.00039492	0.00040866	0.0047616	0.010154	0.0037117	0.0017416	0.0033817	0.00085641	0.00032304	0.005344	0.007136	0.0086519	0.0039448	0.0019921	0.0014454	0.00017992	0.0016767	0.00038747	0.0030282	0.00066665	0.00029486	0.00068884	0.0014539	0.0018317	0.0022073	0.0022688
0.0040751	0.0058549	0	0.00283	0.0073462	0.0058316	0.0048421	0.015882	0.0083745	0.0019812	0.0026008	0.010668	0.00028449	0.00049973	0.00094902	0.0024788	0.0032799	0.0078215	0.0054062	0.014069	0.0050215	0.0036099	0.0056603	0.00066463	0.00036116	0.0035407	0.010875	0.013342	0.0066894	0.0046078	0.00277	0.0015868	0.0039139	0.0017524	0.0094617	0.0080508	0.0084624	0.0088923	0.005604	0.0029153	0.0020075	0.0032839	0.0042088	0.0039688	0.0062836	0.0069233	0.0067896	0.0077006	0.0053449	0.010602	0.010393	0.0045925	0.0040817	0.0032319	1.3252e-05	7.218e-06	6.902e-05	0.0015159	0.00087597	0.00061437	0.0045461	0.012877	0.0067664	0.0027302	0.0064594	0.00087477	0.0001861	0.0046528	0.011813	0.013508	0.0076167	0.0036162	0.0026837	0.00019676	0.0035406	0.0003686	0.0026367	0.00069025	0.00027387	0.0010568	0.0026348	0.0033955	0.0042497	0.0046932
0.0036524	0.004951	0.00044218	0	0.0073764	0.0046406	0.0050184	0.016001	0.0084975	0.0023553	0.0031298	0.010056	0.00014945	0.00030047	0.00061629	0.0027188	0.0032614	0.0073836	0.0054686	0.013938	0.0055621	0.0035422	0.0061383	0.00073945	0.00020199	0.0037548	0.011455	0.013821	0.0072084	0.0047754	0.0028707	0.0013737	0.0046986	0.0017124	0.0088218	0.0075123	0.0079934	0.0081209	0.0054466	0.0029751	0.0022092	0.0039098	0.0042944	0.0040055	0.0062952	0.0068857	0.0067291	0.0077058	0.0052563	0.010745	0.010966	0.0050081	0.0045933	0.0033487	1.1311e-05	1.413e-05	5.281e-05	0.0015845	0.00092962	0.0006307	0.0046092	0.012771	0.0073258	0.0027683	0.0069152	0.00093541	0.00018325	0.004681	0.012375	0.013938	0.0081722	0.0037636	0.0027958	0.00017549	0.0039757	0.00029145	0.0024713	0.00067829	0.00029235	0.0011129	0.0028467	0.0037356	0.0045616	0.0052072
0.002178	0.0024341	0.0038326	0.0051235	0	0.0066869	0.0014263	0.018734	0.0080592	0.0020489	0.0027646	0.0056562	0.0007568	0.00092542	0.00086873	0.002152	0.0013067	0.0019328	0.0044466	0.015437	0.005553	0.0042976	0.0055734	0.00095712	0.00059599	0.0012758	0.014374	0.017132	0.0066875	0.0051219	0.0026985	0.0012359	0.0035624	0.00071191	0.001613	0.0029069	0.0017553	0.0023334	0.0030445	0.0017771	0.0015183	0.0030634	0.0036231	0.0033603	0.0051233	0.0056669	0.0025242	0.0088301	0.0025875	0.016079	0.015471	0.0064944	0.0058352	0.0045395	0.00017531	0.00011322	8.6355e-05	0.002458	0.0014961	0.00098789	0.0033981	0.015426	0.0086238	0.0042625	0.0085514	0.0011409	0.00019628	0.0024131	0.016404	0.017959	0.010136	0.0051055	0.0039265	0.00047874	0.0048683	0.00058356	0.0028303	0.001376	0.00044803	0.0013645	0.0037678	0.0050677	0.0067799	0.0066214
0.0039367	0.0052839	0.00087857	0.0014448	0.0064744	0	0.0047451	0.015847	0.0073272	0.0026775	0.0035738	0.0095205	3.1773e-05	6.1817e-05	7.4319e-05	0.0033514	0.0034396	0.0073196	0.0062044	0.013735	0.006386	0.0047753	0.0074946	0.0011775	0.00011737	0.0041077	0.011605	0.014199	0.0084495	0.0059022	0.0036882	0.0011316	0.0054399	0.0016731	0.0092192	0.0079758	0.0078908	0.0077199	0.0043173	0.0024615	0.0021797	0.0043767	0.0042628	0.0037702	0.0057095	0.0060656	0.0050901	0.0070609	0.0040466	0.010359	0.011031	0.0053328	0.0052992	0.0035439	1.1571e-05	3.0833e-05	2.4907e-05	0.0016589	0.00096204	0.00057023	0.0045181	0.012542	0.0083883	0.0028442	0.0078601	0.001055	0.0001025	0.0039714	0.01278	0.01447	0.0096716	0.0040789	0.0029841	0.00016613	0.0045173	0.00015296	0.0021149	0.00053929	0.00023122	0.001057	0.0028938	0.0038007	0.004807	0.0059435
0.0043415	0.0045817	0.0078649	0.0089113	0.0068664	0.0099081	0	0.015906	0.0073325	0.0014536	0.0023979	0.0057359	0.0021437	0.0026555	0.0029274	0.0015104	0.00086559	0.0013154	0.0054052	0.015384	0.0052567	0.0038191	0.0045943	0.0010738	0.002008	0.001666	0.013266	0.015431	0.0059448	0.0039266	0.0019313	0.0012797	0.002928	0.00066936	0.001604	0.0024865	0.0012504	0.001939	0.0031189	0.0017144	0.0010613	0.0026684	0.0038361	0.0034504	0.0055383	0.0062484	0.0064007	0.010032	0.0048479	0.014472	0.013959	0.0055417	0.004745	0.0037765	0.0009528	0.00079727	0.00048893	0.0020108	0.0012925	0.00091595	0.0041907	0.014798	0.0074642	0.0037884	0.0064783	0.001287	0.00071359	0.0040911	0.015235	0.016084	0.007945	0.0039448	0.0030799	0.00071244	0.0038089	0.0010676	0.0026211	0.0013903	0.00052111	0.0012625	0.0031244	0.0044517	0.0059951	0.0054495
0.00088374	0.00095479	0.0014424	0.0018517	0.0015036	0.0021234	0.00087815	0	0.0071906	0.002249	0.0043045	0.0021221	0.00020541	0.00023145	0.00011465	0.0010373	0.00037158	0.00035753	0.004376	0.013629	0.0086211	0.0019737	0.0040573	0.00097819	0.00010753	0.0019634	0.020317	0.022456	0.0067807	0.0021668	0.00088257	9.9005e-05	0.0037585	6.9794e-05	0.00048513	0.00071789	0.0003212	0.00066839	0.0020155	0.0017953	0.0018119	0.003975	0.0018824	0.0015842	0.0031201	0.0036079	0.0019385	0.0090552	0.001498	0.014711	0.015493	0.0097047	0.0084158	0.0048623	0.00011707	6.8583e-05	1.1151e-05	0.0013274	0.00097834	0.00073735	0.0035566	0.0159	0.012616	0.0022652	0.0070481	0.00092961	0.00014987	0.0026349	0.023294	0.024032	0.010624	0.0029009	0.0020701	8.1182e-05	0.0053052	2.1995e-05	0.00093062	0.00068432	0.00033406	0.0016563	0.0048208	0.0061945	0.0071175	0.0083399
0.0060827	0.006648	0.0062273	0.006963	0.0043268	0.0071387	0.0031054	0.0047208	0	0.00173	0.0044075	0.0042245	0.00033699	0.00029475	0.00027515	0.0015417	0.0012059	0.0030577	0.0060819	0.013845	0.010639	0.0031586	0.0053652	0.0018004	0.00063608	0.0040732	0.017166	0.019838	0.0083245	0.0033548	0.0018884	0.00089992	0.0035365	0.0014797	0.0064208	0.0037823	0.0034343	0.0040121	0.001843	0.0010345	0.0014385	0.0043158	0.0028002	0.0024753	0.0044251	0.0050075	0.0041558	0.010362	0.0035882	0.014269	0.01459	0.0096192	0.0089578	0.0058712	0.00014579	0.0001298	0.00017801	0.001867	0.0014231	0.0010774	0.0053049	0.015825	0.015989	0.0029686	0.0093898	0.0017061	0.00056207	0.0046918	0.019049	0.020943	0.014378	0.0039706	0.0028889	0.00023029	0.0075331	0.00020117	0.0010715	0.0011436	0.00048742	0.0019884	0.0055166	0.0072959	0.0068991	0.010076
0.0011063	0.0015209	0.00195	0.0022883	0.001812	0.0026141	0.0020293	0.0036989	0.0066825	0	0.0036098	0.0022707	0.00029986	0.00021045	0.00024281	0.0022526	0.001194	0.000955	0.0024086	0.0045444	0.0070659	0.0023399	0.0039712	0.00073533	0.00041652	0.0020166	0.0086244	0.0077577	0.0048268	0.0028043	0.0020843	0.00070926	0.0020018	0.00075723	0.0012119	0.001601	0.00080958	0.00078701	0.0026044	0.0023675	0.0031987	0.0027022	0.00081566	0.00071272	0.0013596	0.0015766	0.001254	0.0028082	0.0011953	0.0041712	0.0053345	0.0053359	0.0054897	0.002346	0.00020397	0.0001311	9.9754e-05	0.0010873	0.0009104	0.0005619	0.0018515	0.004557	0.0078621	0.0010886	0.0038467	0.00059671	0.00015772	0.0015959	0.0071771	0.0074553	0.0059952	0.0015749	0.0013552	0.00012421	0.003645	0.00013626	0.00027971	0.00053877	0.00029014	0.0008059	0.0027909	0.0039237	0.0038562	0.0049528
